
id,service_type,cancellation_policy,can_provide_oral_medication,can_provide_injected_medication,senior_dog_experience,special_needs_experience,takes_small_dogs,takes_medium_dogs,takes_large_dogs,takes_puppies,max_dogs,provider_id,fee,price,added
19074,boarding,strict,1,0,1,0,1,1,0,1,6,11250,0.2,31,"2018-07-23 13:34:36.234446"
19075,day-care,moderate,1,1,1,0,1,1,1,1,3,11250,0.2,22,"2018-07-23 13:34:36.234446"
19076,day-care,strict,1,0,1,0,1,1,1,1,3,11251,0.2,26,"2017-11-27 18:43:26.728322"
19077,boarding,moderate,1,0,1,0,1,0,1,1,6,11252,0.2,30,"2018-06-18 20:10:58.549516"
19078,dog-walking,moderate,1,0,0,0,1,1,0,0,4,11252,0.2,22,"2018-06-18 20:10:58.549516"
19079,day-care,flexible,1,1,1,1,1,0,0,1,1,11252,0.2,30,"2018-06-18 20:10:58.549516"
19080,boarding,strict,1,0,1,1,1,1,1,1,5,11253,0.2,34,"2018-02-27 11:39:06.005344"
19081,day-care,strict,1,0,1,0,1,1,0,1,3,11253,0.2,25,"2018-02-27 11:39:06.005344"
19082,day-care,flexible,1,0,1,0,1,1,1,1,2,11254,0.2,31,"2018-05-27 16:24:05.714755"
19083,boarding,strict,1,0,0,0,1,1,0,1,6,11255,0.2,39,"2017-07-31 14:51:41.447651"
19084,dog-walking,strict,0,1,1,1,1,1,1,1,1,11255,0.2,21,"2017-07-31 14:51:41.447651"
19085,day-care,strict,0,0,1,0,1,0,1,1,4,11255,0.2,23,"2017-07-31 14:51:41.447651"
19086,boarding,moderate,1,0,1,1,1,1,1,1,2,11256,0.2,39,"2017-08-20 12:22:44.373758"
19087,day-care,strict,1,0,1,0,1,1,0,1,2,11256,0.2,27,"2017-08-20 12:22:44.373758"
19088,dog-walking,strict,1,0,1,0,1,1,1,0,2,11257,0.2,24,"2017-07-17 13:27:55.039515"
19089,day-care,strict,1,0,1,0,1,0,0,1,2,11257,0.2,25,"2017-07-17 13:27:55.039515"
19090,boarding,flexible,1,1,1,1,0,1,0,0,4,11258,0.2,28,"2018-07-15 18:28:51.456293"
19091,dog-walking,strict,1,0,1,0,1,1,1,1,4,11258,0.2,19,"2018-07-15 18:28:51.456293"
19092,day-care,moderate,1,1,1,0,1,0,1,0,2,11258,0.2,27,"2018-07-15 18:28:51.456293"
19093,day-care,strict,1,0,1,1,1,1,1,1,4,11259,0.15,31,"2016-12-20 13:22:48.510628"
19094,dog-walking,strict,1,0,1,1,1,0,0,1,2,11260,0.2,24,"2018-07-11 07:40:08.102505"
19095,day-care,flexible,1,0,1,0,1,1,0,1,2,11260,0.2,22,"2018-07-11 07:40:08.102505"
19096,boarding,moderate,1,0,1,0,1,0,1,1,6,11261,0.2,40,"2018-01-09 15:25:29.623748"
19097,day-care,strict,1,0,1,1,1,1,1,1,7,11261,0.2,26,"2018-01-09 15:25:29.623748"
19098,boarding,flexible,0,0,1,0,1,1,1,1,3,11262,0.2,35,"2018-03-07 12:46:57.697126"
19099,dog-walking,strict,1,0,1,0,1,1,0,1,8,11262,0.2,29,"2018-03-07 12:46:57.697126"
19100,dog-walking,strict,1,1,1,1,1,1,0,1,2,11263,0.2,24,"2018-05-23 07:49:38.661228"
19101,dog-walking,moderate,1,0,1,1,1,1,0,0,5,11264,0.2,24,"2017-12-04 20:54:12.114748"
19102,boarding,moderate,1,0,0,0,0,1,0,1,3,11265,0.15,38,"2017-05-07 00:24:12.452291"
19103,boarding,moderate,1,1,1,0,1,1,0,1,3,11266,0.2,39,"2017-09-02 06:04:21.039821"
19104,day-care,flexible,1,0,1,0,1,1,0,0,6,11266,0.2,26,"2017-09-02 06:04:21.039821"
19105,day-care,moderate,1,1,1,0,1,1,1,1,5,11267,0.15,31,"2017-05-17 05:38:00.595707"
19106,day-care,moderate,1,0,1,0,1,1,0,1,6,11268,0.2,26,"2018-02-26 05:44:31.833319"
19107,dog-walking,strict,1,0,1,0,1,1,0,1,2,11269,0.2,23,"2017-08-09 23:43:44.896033"
19108,day-care,flexible,1,0,1,0,1,1,1,1,2,11269,0.2,30,"2017-08-09 23:43:44.896033"
19109,dog-walking,flexible,1,0,1,0,1,1,1,1,4,11270,0.15,18,"2017-05-04 07:37:30.523487"
19110,dog-walking,flexible,1,0,1,0,1,1,0,0,4,11271,0.2,21,"2018-05-13 09:24:40.298506"
19111,dog-walking,moderate,1,0,1,0,1,1,1,1,3,11272,0.2,25,"2018-05-05 21:05:38.747494"
19112,day-care,moderate,1,0,1,0,1,0,0,1,4,11272,0.2,25,"2018-05-05 21:05:38.747494"
19113,dog-walking,strict,1,1,1,0,1,1,0,0,7,11273,0.2,21,"2017-11-26 03:19:53.632018"
19114,day-care,moderate,1,0,1,1,0,1,1,1,2,11273,0.2,22,"2017-11-26 03:19:53.632018"
19115,boarding,strict,1,0,1,1,1,1,0,1,5,11274,0.2,32,"2018-02-05 01:34:14.321412"
19116,dog-walking,strict,1,0,1,0,1,1,0,0,2,11274,0.2,23,"2018-02-05 01:34:14.321412"
19117,day-care,moderate,1,0,1,0,1,1,1,1,5,11274,0.2,28,"2018-02-05 01:34:14.321412"
19118,day-care,strict,1,1,1,0,1,0,1,1,2,11275,0.2,27,"2018-07-30 06:47:06.378128"
19119,dog-walking,strict,1,0,1,1,1,1,0,0,4,11276,0.15,17,"2017-04-19 03:36:59.996823"
19120,day-care,moderate,1,0,0,0,1,1,0,1,4,11276,0.15,29,"2017-04-19 03:36:59.996823"
19121,dog-walking,moderate,1,0,1,0,1,1,0,1,2,11277,0.2,21,"2017-09-16 09:33:18.480737"
19122,boarding,strict,0,0,1,0,1,0,1,1,6,11278,0.2,37,"2018-03-15 06:58:59.259904"
19123,dog-walking,flexible,1,0,1,0,1,0,1,1,3,11278,0.2,20,"2018-03-15 06:58:59.259904"
19124,boarding,flexible,1,0,0,0,1,1,0,1,2,11279,0.15,38,"2017-03-19 12:41:17.973034"
19125,day-care,strict,1,0,1,0,1,1,0,1,4,11279,0.15,26,"2017-03-19 12:41:17.973034"
19126,dog-walking,strict,1,1,1,1,1,1,0,0,5,11280,0.2,26,"2017-09-22 06:08:00.441507"
19127,boarding,strict,1,0,1,0,1,1,0,0,6,11281,0.2,41,"2017-10-11 10:48:46.975277"
19128,day-care,moderate,1,0,1,0,0,1,0,1,2,11281,0.2,25,"2017-10-11 10:48:46.975277"
19129,day-care,strict,1,0,1,0,1,1,0,1,4,11282,0.15,21,"2017-01-09 00:09:33.667225"
19130,boarding,moderate,1,1,1,0,1,1,1,1,4,11283,0.2,40,"2018-04-27 13:21:16.698811"
19131,day-care,strict,1,1,1,0,1,1,0,1,6,11284,0.2,27,"2018-01-03 06:31:08.345718"
19132,boarding,strict,1,0,1,0,1,0,0,0,1,11285,0.2,38,"2018-02-25 17:45:46.680949"
19133,day-care,moderate,1,0,1,1,0,1,0,0,6,11285,0.2,25,"2018-02-25 17:45:46.680949"
19134,dog-walking,moderate,0,0,1,1,1,0,1,0,3,11286,0.2,21,"2017-11-28 09:50:15.900221"
19135,dog-walking,strict,1,1,1,1,1,0,1,1,4,11287,0.15,24,"2016-10-07 22:43:20.387698"
19136,day-care,moderate,1,0,1,0,1,1,1,1,3,11287,0.15,24,"2016-10-07 22:43:20.387698"
19137,boarding,moderate,1,0,1,1,1,1,1,0,2,11288,0.2,36,"2018-03-02 20:03:52.939279"
19138,dog-walking,strict,1,0,1,0,1,1,0,1,1,11288,0.2,22,"2018-03-02 20:03:52.939279"
19139,day-care,moderate,1,0,1,1,1,0,0,1,2,11288,0.2,30,"2018-03-02 20:03:52.939279"
19140,dog-walking,moderate,1,1,1,0,1,1,1,1,4,11289,0.2,27,"2018-07-25 02:16:39.732613"
19141,day-care,strict,1,1,1,0,1,1,0,1,3,11289,0.2,31,"2018-07-25 02:16:39.732613"
19142,dog-walking,strict,0,0,1,0,1,1,1,1,3,11290,0.2,27,"2018-02-23 03:37:00.701023"
19143,day-care,moderate,1,1,1,0,0,1,1,1,1,11290,0.2,23,"2018-02-23 03:37:00.701023"
19144,boarding,flexible,1,1,1,0,1,1,0,0,7,11291,0.2,40,"2017-11-16 18:28:41.645620"
19145,day-care,moderate,1,0,1,0,0,1,0,1,4,11291,0.2,30,"2017-11-16 18:28:41.645620"
19146,day-care,flexible,1,0,1,1,1,1,0,0,5,11292,0.2,27,"2018-04-27 03:46:35.607468"
19147,boarding,strict,1,0,1,0,1,1,0,1,2,11293,0.15,34,"2016-12-18 11:29:02.737577"
19148,day-care,strict,1,0,1,1,1,0,1,1,3,11293,0.15,24,"2016-12-18 11:29:02.737577"
19149,dog-walking,moderate,1,0,1,0,1,1,0,1,4,11294,0.2,18,"2018-03-26 20:29:20.132885"
19150,day-care,flexible,1,0,1,0,1,0,0,0,2,11294,0.2,28,"2018-03-26 20:29:20.132885"
19151,dog-walking,flexible,1,0,1,0,1,0,0,1,4,11295,0.2,23,"2018-07-07 03:55:41.266129"
19152,boarding,moderate,1,0,1,0,1,1,0,0,2,11296,0.2,34,"2017-11-08 16:50:38.886098"
19153,dog-walking,moderate,1,0,1,0,1,1,1,1,2,11296,0.2,23,"2017-11-08 16:50:38.886098"
19154,day-care,flexible,0,0,1,1,1,1,0,0,3,11296,0.2,31,"2017-11-08 16:50:38.886098"
19155,boarding,strict,1,1,1,1,1,1,0,0,2,11297,0.2,41,"2018-06-05 23:13:28.491822"
19156,dog-walking,strict,1,0,1,0,0,1,1,1,3,11297,0.2,21,"2018-06-05 23:13:28.491822"
19157,day-care,moderate,1,0,1,1,1,1,0,1,3,11297,0.2,23,"2018-06-05 23:13:28.491822"
19158,day-care,flexible,1,0,1,0,1,0,1,1,2,11298,0.15,20,"2017-05-18 05:52:55.453059"
19159,boarding,flexible,1,0,1,0,1,1,0,1,2,11299,0.15,36,"2016-09-07 14:08:42.815500"
19160,day-care,flexible,1,0,1,0,1,0,1,0,2,11299,0.15,28,"2016-09-07 14:08:42.815500"
19161,day-care,strict,1,0,1,0,0,1,1,1,4,11300,0.2,23,"2017-11-30 09:35:36.450044"
19162,boarding,flexible,1,0,1,0,1,1,1,0,2,11301,0.15,41,"2017-05-02 02:50:14.142378"
19163,dog-walking,moderate,1,0,1,0,1,1,0,1,5,11302,0.2,15,"2018-06-21 01:55:49.837226"
19164,day-care,strict,1,0,1,1,1,0,1,1,3,11303,0.2,25,"2017-11-18 22:17:29.774660"
19165,dog-walking,flexible,1,1,1,0,1,1,0,0,6,11304,0.2,19,"2017-05-30 03:06:46.751661"
19166,day-care,strict,1,0,1,0,1,1,0,0,2,11304,0.2,22,"2017-05-30 03:06:46.751661"
19167,dog-walking,moderate,1,0,1,0,1,1,1,0,5,11305,0.2,21,"2018-04-19 13:37:00.359745"
19168,day-care,flexible,1,0,1,0,1,0,0,0,2,11305,0.2,24,"2018-04-19 13:37:00.359745"
19169,boarding,moderate,1,0,0,0,1,1,0,1,5,11306,0.2,36,"2018-04-28 13:38:22.659141"
19170,dog-walking,flexible,1,0,1,1,1,1,0,1,2,11307,0.2,23,"2017-08-30 16:06:21.248769"
19171,boarding,moderate,1,0,0,0,1,0,0,1,5,11308,0.15,39,"2017-05-06 11:07:00.865577"
19172,dog-walking,flexible,1,0,1,1,1,1,1,1,3,11308,0.15,23,"2017-05-06 11:07:00.865577"
19173,day-care,moderate,1,0,1,0,1,1,1,1,5,11309,0.2,27,"2017-06-27 13:55:18.239622"
19174,dog-walking,strict,1,0,1,0,1,1,0,0,5,11310,0.2,20,"2018-04-15 16:39:12.380447"
19175,day-care,moderate,1,0,1,1,1,1,0,0,5,11311,0.2,27,"2017-10-13 10:56:36.827869"
19176,boarding,strict,1,0,1,0,1,0,0,1,4,11312,0.2,38,"2017-12-29 04:04:37.835932"
19177,day-care,strict,1,0,1,0,0,1,1,0,4,11312,0.2,22,"2017-12-29 04:04:37.835932"
19178,boarding,flexible,0,0,1,0,1,1,0,1,3,11313,0.2,37,"2018-02-07 14:52:25.987546"
19179,dog-walking,moderate,1,0,1,0,1,1,0,1,3,11313,0.2,24,"2018-02-07 14:52:25.987546"
19180,dog-walking,strict,1,0,1,0,0,1,1,0,2,11314,0.2,19,"2018-02-16 12:15:28.195503"
19181,day-care,strict,0,0,1,0,1,0,0,0,4,11315,0.2,24,"2017-09-03 07:30:06.043651"
19182,boarding,moderate,1,0,1,0,1,1,1,1,3,11316,0.2,27,"2018-04-10 03:41:36.504561"
19183,day-care,strict,1,0,1,1,0,1,0,1,1,11316,0.2,31,"2018-04-10 03:41:36.504561"
19184,boarding,moderate,1,0,1,0,1,1,0,1,2,11317,0.2,41,"2017-07-02 13:50:04.097536"
19185,day-care,strict,1,0,0,1,1,1,0,0,4,11317,0.2,30,"2017-07-02 13:50:04.097536"
19186,boarding,moderate,0,0,1,0,1,1,1,1,2,11318,0.2,35,"2017-10-08 14:46:43.496455"
19187,dog-walking,strict,1,0,1,1,0,1,1,1,4,11318,0.2,24,"2017-10-08 14:46:43.496455"
19188,day-care,moderate,1,0,1,1,1,1,1,1,2,11318,0.2,25,"2017-10-08 14:46:43.496455"
19189,boarding,moderate,1,0,1,0,1,1,0,1,4,11319,0.2,32,"2018-07-13 03:17:02.364262"
19190,dog-walking,flexible,0,1,1,1,1,1,0,1,2,11319,0.2,23,"2018-07-13 03:17:02.364262"
19191,day-care,strict,1,0,1,1,1,1,1,1,4,11319,0.2,31,"2018-07-13 03:17:02.364262"
19192,dog-walking,flexible,1,0,1,0,1,1,0,1,2,11320,0.2,21,"2018-05-09 11:45:08.168402"
19193,day-care,strict,1,1,1,0,1,1,0,1,2,11320,0.2,20,"2018-05-09 11:45:08.168402"
19194,boarding,strict,0,0,1,0,1,0,0,0,4,11321,0.2,43,"2018-04-18 02:21:33.439439"
19195,dog-walking,strict,1,1,1,0,1,1,1,0,3,11321,0.2,23,"2018-04-18 02:21:33.439439"
19196,dog-walking,flexible,1,0,1,0,1,1,1,1,4,11322,0.2,24,"2018-07-19 07:53:04.317721"
19197,boarding,flexible,1,1,1,0,1,1,0,0,2,11323,0.2,39,"2017-12-14 01:49:58.943133"
19198,dog-walking,flexible,1,0,1,0,0,1,0,1,2,11323,0.2,19,"2017-12-14 01:49:58.943133"
19199,boarding,moderate,1,0,0,1,1,0,1,1,1,11324,0.2,29,"2018-04-07 01:47:40.381627"
19200,boarding,strict,1,0,1,0,1,1,1,1,8,11325,0.2,35,"2017-07-30 12:34:14.525791"
19201,dog-walking,flexible,1,0,1,1,1,1,0,0,3,11325,0.2,21,"2017-07-30 12:34:14.525791"
19202,day-care,moderate,1,0,1,0,1,1,0,1,5,11325,0.2,26,"2017-07-30 12:34:14.525791"
19203,boarding,strict,1,0,1,1,1,1,1,1,6,11326,0.2,32,"2018-04-04 23:54:37.433403"
19204,dog-walking,flexible,1,0,1,0,1,1,0,0,2,11326,0.2,25,"2018-04-04 23:54:37.433403"
19205,day-care,moderate,1,0,1,1,1,1,0,1,2,11327,0.2,22,"2018-05-30 05:55:19.681095"
19206,dog-walking,strict,0,1,1,0,1,1,1,1,2,11328,0.2,22,"2018-05-13 09:35:58.805114"
19207,boarding,strict,1,0,0,0,0,1,1,1,8,11329,0.15,30,"2017-01-12 13:42:30.607552"
19208,dog-walking,flexible,1,0,0,0,1,1,0,1,6,11329,0.15,25,"2017-01-12 13:42:30.607552"
19209,day-care,flexible,1,0,1,0,1,1,0,0,3,11329,0.15,25,"2017-01-12 13:42:30.607552"
19210,boarding,flexible,1,1,1,1,1,1,0,0,3,11330,0.2,39,"2017-07-08 05:42:19.403397"
19211,day-care,moderate,1,0,1,0,0,1,0,1,1,11330,0.2,24,"2017-07-08 05:42:19.403397"
19212,dog-walking,strict,1,0,1,0,1,1,1,1,5,11331,0.15,23,"2017-05-02 03:35:58.887229"
19213,day-care,flexible,1,0,1,0,1,1,1,1,1,11331,0.15,24,"2017-05-02 03:35:58.887229"
19214,dog-walking,moderate,1,0,1,0,1,0,1,1,3,11332,0.2,23,"2017-07-05 18:14:17.401661"
19215,boarding,flexible,1,0,1,1,1,0,0,1,5,11333,0.2,32,"2017-12-04 14:12:20.954869"
19216,dog-walking,moderate,1,0,1,0,1,0,0,0,3,11333,0.2,23,"2017-12-04 14:12:20.954869"
19217,day-care,moderate,0,0,1,1,1,0,1,1,3,11333,0.2,29,"2017-12-04 14:12:20.954869"
19218,boarding,strict,1,0,1,1,1,0,1,1,5,11334,0.2,36,"2017-08-31 11:06:14.808853"
19219,day-care,strict,1,1,1,0,1,1,0,1,5,11334,0.2,27,"2017-08-31 11:06:14.808853"
19220,boarding,strict,0,0,1,1,1,1,0,1,2,11335,0.15,28,"2016-10-24 00:58:44.874926"
19221,dog-walking,moderate,0,0,1,0,1,1,1,1,6,11335,0.15,21,"2016-10-24 00:58:44.874926"
19222,boarding,moderate,1,0,1,0,1,0,0,1,2,11336,0.2,33,"2018-01-13 22:29:15.736195"
19223,dog-walking,moderate,1,1,1,0,0,0,0,0,4,11336,0.2,23,"2018-01-13 22:29:15.736195"
19224,boarding,flexible,1,1,1,0,1,1,1,1,2,11337,0.2,34,"2018-03-08 11:39:05.882040"
19225,day-care,moderate,1,0,1,0,1,1,1,0,4,11337,0.2,29,"2018-03-08 11:39:05.882040"
19226,dog-walking,strict,1,1,0,0,1,0,0,1,2,11338,0.2,17,"2018-06-01 16:11:56.078559"
19227,dog-walking,strict,1,0,1,1,1,1,0,1,3,11339,0.2,23,"2017-12-25 15:11:29.020144"
19228,boarding,flexible,1,0,1,0,1,0,0,1,6,11340,0.15,34,"2016-11-23 09:21:39.228147"
19229,dog-walking,flexible,0,0,1,0,1,1,0,1,3,11341,0.2,24,"2018-02-18 08:26:26.208514"
19230,day-care,strict,1,0,1,1,0,1,1,1,3,11341,0.2,30,"2018-02-18 08:26:26.208514"
19231,day-care,moderate,1,1,0,0,1,0,0,1,5,11342,0.15,26,"2017-02-06 06:40:17.923808"
19232,day-care,moderate,1,0,1,1,1,1,0,1,6,11343,0.2,26,"2017-11-10 07:35:12.727106"
19233,boarding,flexible,1,0,1,0,1,1,0,1,6,11344,0.2,39,"2018-01-12 08:52:08.861784"
19234,dog-walking,strict,0,0,1,0,1,1,1,0,5,11345,0.2,25,"2018-07-29 10:11:36.754639"
19235,day-care,moderate,1,0,0,1,1,1,1,0,1,11345,0.2,25,"2018-07-29 10:11:36.754639"
19236,boarding,moderate,1,0,1,1,1,1,0,0,8,11346,0.2,32,"2018-06-22 02:36:24.661633"
19237,dog-walking,flexible,1,0,1,0,1,1,1,1,5,11346,0.2,23,"2018-06-22 02:36:24.661633"
19238,day-care,strict,1,0,1,0,1,1,1,0,4,11346,0.2,26,"2018-06-22 02:36:24.661633"
19239,dog-walking,flexible,1,1,1,0,1,0,0,1,5,11347,0.15,23,"2017-05-11 13:53:59.810557"
19240,boarding,strict,1,0,1,0,1,1,1,1,1,11348,0.2,39,"2018-06-13 09:30:41.683002"
19241,dog-walking,flexible,0,1,1,0,1,1,0,1,3,11348,0.2,18,"2018-06-13 09:30:41.683002"
19242,day-care,flexible,1,0,1,1,1,1,0,1,2,11348,0.2,31,"2018-06-13 09:30:41.683002"
19243,dog-walking,flexible,1,0,1,0,1,1,1,1,3,11349,0.15,20,"2017-05-04 06:13:25.878418"
19244,day-care,strict,1,0,1,0,1,1,1,0,3,11349,0.15,25,"2017-05-04 06:13:25.878418"
19245,boarding,moderate,1,0,1,1,1,1,0,1,2,11350,0.2,34,"2017-06-26 01:12:54.195785"
19246,dog-walking,moderate,1,1,1,1,1,0,1,1,2,11350,0.2,24,"2017-06-26 01:12:54.195785"
19247,day-care,moderate,1,1,1,0,0,1,0,1,3,11350,0.2,30,"2017-06-26 01:12:54.195785"
19248,boarding,flexible,1,0,1,0,1,1,1,1,5,11351,0.2,34,"2018-06-19 09:23:03.098776"
19249,dog-walking,moderate,1,0,0,0,0,1,0,1,5,11351,0.2,19,"2018-06-19 09:23:03.098776"
19250,day-care,strict,0,0,1,0,1,1,0,0,5,11352,0.2,26,"2017-11-19 11:42:56.024855"
19251,boarding,moderate,1,1,1,0,1,1,0,0,4,11353,0.2,41,"2018-04-09 03:35:58.702028"
19252,boarding,strict,1,0,1,0,1,1,0,1,5,11354,0.2,36,"2017-05-31 21:40:57.340795"
19253,dog-walking,flexible,0,1,1,0,1,1,1,1,4,11354,0.2,21,"2017-05-31 21:40:57.340795"
19254,boarding,flexible,1,0,1,0,1,1,1,1,5,11355,0.15,28,"2017-01-13 05:32:10.084423"
19255,boarding,moderate,1,1,1,1,1,1,1,0,5,11356,0.2,35,"2017-11-24 16:33:22.156643"
19256,day-care,moderate,0,0,1,0,1,0,0,1,2,11356,0.2,30,"2017-11-24 16:33:22.156643"
19257,boarding,moderate,1,1,1,1,0,1,0,1,3,11357,0.15,27,"2017-04-28 10:35:15.078318"
19258,day-care,strict,1,0,1,0,1,1,1,1,3,11357,0.15,31,"2017-04-28 10:35:15.078318"
19259,dog-walking,flexible,1,0,1,0,0,1,1,1,5,11358,0.2,24,"2018-01-29 00:18:50.093735"
19260,boarding,strict,1,0,1,0,1,1,1,1,4,11359,0.2,34,"2017-07-22 10:22:16.765255"
19261,day-care,strict,1,0,1,0,1,1,0,1,2,11359,0.2,24,"2017-07-22 10:22:16.765255"
19262,boarding,strict,1,1,1,0,0,1,1,0,3,11360,0.2,30,"2018-01-09 03:27:31.638893"
19263,day-care,moderate,1,0,1,0,1,1,0,1,7,11360,0.2,26,"2018-01-09 03:27:31.638893"
19264,dog-walking,strict,1,0,1,1,1,0,0,1,2,11361,0.2,24,"2018-01-31 12:01:02.435061"
19265,boarding,flexible,1,0,1,0,1,0,1,1,5,11362,0.2,28,"2018-07-06 07:57:06.775680"
19266,dog-walking,moderate,1,1,1,0,1,1,1,1,2,11362,0.2,21,"2018-07-06 07:57:06.775680"
19267,dog-walking,moderate,1,1,1,0,1,1,0,1,5,11363,0.15,26,"2017-03-30 11:44:15.619613"
19268,boarding,strict,1,0,1,1,0,1,0,1,2,11364,0.2,43,"2017-12-16 08:04:20.063288"
19269,day-care,moderate,1,0,1,0,1,1,1,1,2,11364,0.2,30,"2017-12-16 08:04:20.063288"
19270,boarding,strict,1,1,1,0,1,0,0,1,5,11365,0.2,34,"2017-09-22 05:59:04.203238"
19271,day-care,strict,1,1,1,1,1,1,1,1,3,11366,0.2,34,"2018-05-11 09:48:38.107041"
19272,dog-walking,strict,1,0,0,0,1,1,0,0,3,11367,0.2,23,"2017-10-06 23:52:08.923886"
19273,day-care,flexible,1,0,1,0,1,0,0,1,5,11368,0.2,27,"2018-02-26 04:50:53.901196"
19274,boarding,flexible,1,1,1,0,1,1,1,1,1,11369,0.2,37,"2017-09-09 23:29:00.573567"
19275,boarding,strict,1,0,1,1,0,1,0,1,5,11370,0.15,41,"2017-04-09 21:42:36.844545"
19276,day-care,moderate,1,0,1,1,1,1,0,1,6,11370,0.15,26,"2017-04-09 21:42:36.844545"
19277,boarding,strict,1,0,1,1,1,1,1,1,2,11371,0.2,31,"2018-05-28 19:18:29.405951"
19278,dog-walking,moderate,1,0,1,0,1,1,1,0,5,11371,0.2,21,"2018-05-28 19:18:29.405951"
19279,day-care,strict,1,0,1,1,1,1,0,1,6,11371,0.2,25,"2018-05-28 19:18:29.405951"
19280,boarding,flexible,1,0,1,0,1,1,0,1,4,11372,0.2,38,"2018-07-26 17:31:19.051576"
19281,dog-walking,strict,1,0,1,1,1,1,0,1,6,11372,0.2,22,"2018-07-26 17:31:19.051576"
19282,day-care,strict,1,0,1,1,1,1,1,1,4,11372,0.2,28,"2018-07-26 17:31:19.051576"
19283,boarding,strict,1,0,1,0,1,1,1,1,2,11373,0.2,34,"2018-03-28 14:10:29.764669"
19284,dog-walking,moderate,1,0,1,0,1,1,1,1,2,11373,0.2,24,"2018-03-28 14:10:29.764669"
19285,day-care,strict,1,0,1,0,1,0,1,1,3,11373,0.2,30,"2018-03-28 14:10:29.764669"
19286,boarding,flexible,1,0,1,0,1,1,0,1,4,11374,0.2,34,"2018-02-16 08:41:49.404919"
19287,dog-walking,flexible,1,0,1,1,1,1,0,1,4,11374,0.2,21,"2018-02-16 08:41:49.404919"
19288,day-care,flexible,1,0,1,1,1,0,0,1,7,11374,0.2,24,"2018-02-16 08:41:49.404919"
19289,boarding,flexible,1,0,1,0,1,1,0,1,1,11375,0.2,35,"2017-07-21 00:19:18.826543"
19290,dog-walking,moderate,1,0,1,0,1,1,0,0,6,11375,0.2,22,"2017-07-21 00:19:18.826543"
19291,day-care,strict,1,0,1,1,1,1,1,0,1,11375,0.2,30,"2017-07-21 00:19:18.826543"
19292,boarding,strict,1,0,1,0,1,1,1,0,3,11376,0.2,30,"2018-04-13 18:49:39.174470"
19293,dog-walking,strict,1,0,1,0,0,1,1,1,4,11376,0.2,26,"2018-04-13 18:49:39.174470"
19294,day-care,moderate,1,0,1,0,1,1,0,1,2,11376,0.2,28,"2018-04-13 18:49:39.174470"
19295,boarding,strict,1,0,1,0,1,1,0,1,6,11377,0.2,35,"2017-11-19 02:10:43.199671"
19296,boarding,flexible,1,0,1,0,1,1,1,0,3,11378,0.2,38,"2018-05-27 09:53:34.030108"
19297,dog-walking,flexible,1,0,1,0,1,0,1,0,3,11379,0.2,21,"2018-06-25 07:15:11.959674"
19298,day-care,strict,1,0,1,0,0,1,0,1,2,11379,0.2,21,"2018-06-25 07:15:11.959674"
19299,boarding,moderate,1,0,0,1,1,1,1,1,2,11380,0.15,29,"2017-01-29 20:54:44.001224"
19300,day-care,strict,1,0,1,1,1,1,0,1,4,11380,0.15,24,"2017-01-29 20:54:44.001224"
19301,dog-walking,flexible,1,0,1,0,1,0,0,1,5,11381,0.15,24,"2017-04-21 06:32:01.282579"
19302,boarding,flexible,1,0,1,0,1,1,1,0,3,11382,0.2,39,"2018-02-12 10:42:44.096527"
19303,dog-walking,strict,1,1,1,1,0,1,1,1,3,11382,0.2,26,"2018-02-12 10:42:44.096527"
19304,day-care,flexible,1,0,1,0,1,1,0,1,5,11382,0.2,25,"2018-02-12 10:42:44.096527"
19305,boarding,flexible,1,0,1,0,1,1,0,1,4,11383,0.15,34,"2017-05-19 07:32:52.498671"
19306,boarding,strict,1,0,1,1,1,1,0,0,4,11384,0.2,40,"2018-04-10 20:05:16.276011"
19307,boarding,moderate,1,0,1,0,1,1,1,1,3,11385,0.2,30,"2018-02-08 09:21:06.639624"
19308,dog-walking,moderate,1,1,1,0,1,0,1,1,2,11385,0.2,28,"2018-02-08 09:21:06.639624"
19309,boarding,strict,1,0,1,0,1,1,0,1,3,11386,0.2,29,"2017-06-17 16:35:41.879068"
19310,dog-walking,strict,1,0,1,0,1,0,1,1,1,11387,0.2,18,"2018-03-21 13:31:11.363949"
19311,day-care,moderate,1,0,0,1,1,1,0,1,1,11387,0.2,33,"2018-03-21 13:31:11.363949"
19312,boarding,strict,1,0,1,0,1,1,1,1,4,11388,0.2,40,"2018-07-27 07:32:39.667993"
19313,dog-walking,flexible,0,0,1,0,1,1,0,1,2,11388,0.2,24,"2018-07-27 07:32:39.667993"
19314,day-care,strict,1,1,0,1,1,1,1,0,3,11388,0.2,26,"2018-07-27 07:32:39.667993"
19315,boarding,moderate,1,0,1,1,1,1,0,1,3,11389,0.2,32,"2018-04-07 03:14:09.091566"
19316,dog-walking,moderate,1,0,1,0,1,0,1,1,3,11389,0.2,23,"2018-04-07 03:14:09.091566"
19317,dog-walking,moderate,1,1,1,0,1,1,1,0,3,11390,0.2,23,"2018-04-10 19:07:01.391470"
19318,day-care,moderate,1,0,1,1,1,1,0,0,4,11390,0.2,31,"2018-04-10 19:07:01.391470"
19319,day-care,strict,1,0,1,0,1,1,0,0,5,11391,0.2,31,"2018-06-19 01:31:28.492777"
